address,balance
0x999e77c988c4c1451d3b1c104a6cca7813a9946e,99272348360129290753979
0x1e2fcfd26d36183f1a5d90f0e6296915b02bcb40,98500892825325770000000
0xef381e3e29f7441bce624b9c69e3d678f1c51359,98392954026440000000000
0x2fd56159f4c8664a1de5c75e430338cfa58cd5b9,98134840974764972704295
0x28140cb1ac771d4add91ee23788e50249c10263d,97634063475000000000000
0x097a7ba9460fa5dcc5eb87ca05607feaa2efe8aa,96660122074970000000000
0xc56fefd1028b0534bfadcdb580d3519b5586246e,95263263235190000000000
0x629e7da20197a5429d30da36e77d06cdf796b71a,93750623089817834608729
0x86a6a0080b1a4c9390416cf73ffb02738d94f8d6,93032096276800000000000
0x0dbd8de20eed94a5693d57998827fcf68ed2ecf4,92500114396224291957222
0x282edab8a933bc1c02649fe3ea2842ecbe9928a7,89506116594974985216000
0x2d1566722288be5525b548a642c98b546f116aa0,89482382131851379544891
0xe4f4866437513e7e023fb3933ba43045312b7459,86484616674268000000000
0x1bb762b16438f8b287626fd1042bc6f6848cc286,86481015739150000000000
0x3bc643a841915a267ee067b580bd802a66001c1d,85015550480635285101679
0x6586ce3d543e0c57b347f0c3b9eeed2f132c104f,84999995411000000000000
0x7e6ea81a68a2af50f64a37b3d6e50b1abb796da8,84939657153974500478164
0x084ef8564b4f75a70b7ad5e8aabf73edac005397,84581814222208941562800
0xcac9c634b4464efe71a9a5910edba06686baf457,84043838133188295461200
0xb3764761e297d6f121e79c32a65829cd1ddb4d32,83017209271983939699119
0xb46427e2cddecb0bde40bf402361effddd4401e2,81444258242740000019456
0x37e3bc492735d3d84f2b126cffaf4f0a95bff049,80645673579445440213403
0x7d783603bd1caed3cdb8e734a50fb35df1f1da7a,80000138950000000000000
0x1085b9c6e43895cc441ba1840b940ef786683785,80000138950000000000000
0x583197dccce7e295525acfa016eabe1b25becbc6,80000138950000000000000
0x28973c01a23a002e8c40dc123858fd2122e50f87,80000138950000000000000
0x46fde20dfde85c8c169e8823b6f615146674103e,80000138950000000000000
0x677f887fae0873bcf7e800f77bc7643063c7dece,80000138950000000000000
0x58c1655ee5c109bf69715411dc32338e40a54c46,80000128950000000000000
0x67586e3526bbe9f3e19d76bb41f1de0a774b50b4,80000128950000000000000
0x385dc986ac6dfaefe851ac95d3650e0baafef3ac,80000128950000000000000
0xc39cc669a548c661dfa6b5a1eeaa389d1ec53143,80000000381108000000000
0x7f3a1e45f67e92c880e573b43379d71ee089db54,79495715536770000000000
0x918fa381cb534677bad24afb29cb3c2acaf16385,79340381617265900313000
0xd2b0b1daed605718080f861034d3241f1cfd89cb,79122430207150000000000
0xfdfeb7474b6b104f32599948bb7f8ed81b06def3,77735850855778000000000
0xcfee6efec3471874022e205f4894733c42cbbf64,77500000000000000000000
0xff2ac8c5834a7585fcc97edb8ba2431c4beab487,76779442568474580988800
0xa463597d49f54fe6a811fb894cbd67c7f92852b0,76779442568474580988800
0xfcd159d0fef5b1003e10d91a5b79d52bbb8cd05d,76779442568474580988800
0x4ed97d6470f5121a8e02498ea37a50987da0eec0,76779442568474580988800
0x19bf56fca395a600c20f732b05757f30ad24a719,76779442568474580988800
0x04b7f4195595d8132dd8249cc8dc7e79a6ae772b,76779442568474580988800
0x6e414cfad874d8ee716ea0299d40011207c907b8,76779442568474580988800
0xca0a044400c1fa857e4cd0c95d86376b85659303,76630723475727645987069
0x2268f45acb887e0a4e9c8714798fa7892629e91f,75759831001330000000000
0x8033539e873b3f0deaba706dd6d3480e0dd5cb30,75311975933144000000000
0x36b6751586614d647d8a3f495e82bdcf250914c8,75112261202197020509432
0x3f7e77b627676763997344a1ad71acb765fc8ac5,75026129785991986069278
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,72363615985970533720872
0x755cdba6ae4f479f7164792b318b2a06c759833b,71169445987451590187657
0x013d81dcfa99546c14ab3976abbe494b3e07edd8,70352120000000000000000
0x303c741bb15c9c4b1c72320f6df702b32da80519,70032183499797899143000
0x807cc0e799dcc651d94595e1f7f6e7373ef8f96a,70032183499797899143000
0xf196c023de1f19d6529133759f449c4b01ce0f51,70032183499797899143000
0xe93fc974908003faddf0bd972b05b6494368d3f5,70032183499797899143000
0x6fb8ebc19bc2a9fa4413ba6a0ca6fa99e974b461,70032183499797899143000
0xe9a5a2acfa9bee149ed28fcbf12b60ff2ad97efb,70032183499797899143000
0x1fe29b608c1cab7b7354fc96c7bbb2a68355ced6,70000971612000000000000
0x6b378be3c9642ccf25b1a27facb8ace24ac34a12,70000000000000000000911
0x062448f804191128d71fc72e10a1d13bd7308e7e,69999983367157000000000
0xac08f21ef597a51865d69896f09b52472acde80d,69393364062816048294560
0x1e143b2588705dfea63a17f2032ca123df995ce0,67317257581981046981599
0x4920f22b632bfaa40af8d39c31d9607809485952,67312712021800000000000
0xd24400ae8bfebb18ca49be86258a3c749cf46853,67088995146967854819945
0x8156b28ca956c3a8bab86e1d38d8648d58cd23ec,66895146162269011096516
0xfbc9d695d419cdf7eb46df979353f5b394227976,66589000000000000000000
0x90d1254211e24c68917c7e3f55eb3fa7d29d8689,66565674960298063323000
0xdf1fc5523f2e5ea4f6dac2eaed3263953a391b0c,66150970264000077359259
0xad0d53cf033ab63dc72d653640766ee1d366cef6,65267194597615068401886
0xdca6ab9508d28c0eb7b120b8252041edcb56753f,65000000000000000000000
0x1b7b5b4bed048d86976d7cf51d9c4ea24e20ade7,64628452234523342372400
0x92f71d08f5ee94a7bf40fab05beda3545b55ad2a,64557013815120728207000
0x3f4ac8d3e1414b5351e632391908177c012c65cc,64525415757142770964719
0xa0e239b0abf4582366adaff486ee268c848c4409,64282195178376734296000
0x831c3720681096f276cb016b51a33433d7cb2faa,64138686172018810985052
0x7ced76dde9203a554df01cbb1ed0d17e9bce7524,64046411594880620478829
0x6b2069bde6b87d0f882abbdc6eb4fcbd0a90bb96,63991091130010013955331
0xb3177d9873b7ac246874114d8760e66dc5e797cc,63886510075399614315000
0x0a8f6257ef3ed3efdd8dd18dd9294d3e333ad7fc,63824047113514979761538
0x10cad69cbd241d36ed8c6d83a9f30b380134d1bc,63808144420073075264568
0x8759b0b1d9cba80e3836228dfb982abaa2c48b97,63734368853139948627603
0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,63659525605503631106803
0xd65d71e5ecccfcf72b84cad65370626e048d1b33,63413410302190813323800
0x92cf9066c657b1f63a7a2dc37255b31be6ef1858,63413410302190813323800
0x3fd6b1e25200fdda352cbc911ffcd4308895a7d0,63413410302190813323800
0x9aabd298b30d034f8c64f86aa25fc74b9f70930f,63413410302190813323800
0xcaaad25746a0e04a3c7eff86422991b00fd3d76a,63413410302190813323800
0xe27f62b70ab44d7fd1842dce66138a31940fa29a,63413410302190813323800
0x54cee0ef273d3d08ed120b0c561c0284a4c4490e,63413410302190813323800
0xecef66258cc21cb742ac34c68375b311fd3f34cc,63413410302190813323800
0xd548dd6ccc7a563346372fa0d8cef06e1683b0e3,63413410302190813323800
0x4e5fab20b7b83c6f557b20c820883eab0a0b343b,63413410302190813323800
0x1f72b240b6fffceba07bdaa097cc7b216a643a0f,63413410302190813323800
0xc4d5b7c576edfbac20fa081cff79ec745193e207,63386125427827200448400
0xdbfc4549b325b6f00013a3861b87aab6696fdbee,63115522059268588999309
0x722539c58ea8c1ddc1137ca39a6e3410673a21cb,62855280902758585344000
0xd40e8cee01a147f0a24524d725ef1f0297ba6b06,62251288845666614478000
0xdfb6a4b143f6a1de4725c451c46433801de52bfd,62000281426847662584878
0x8b505e2871f7deb7a63895208e8227dcaa1bff05,61216600000000000000911
0x795cbc7a670d06e56cd2197d4ca175e081a416ad,60399785020260000000000
0x2eb08efb9e10d9f56e46938f28c13ecb33f67b15,60083996382584000000000
0x5a52e96bacdabb82fd05763e25335261b270efcb,59999499941190806282162
0x756d64dc5edb56740fc617628dc832ddbcfd373c,59857285935980000000000
0x1342a001544b8b7ae4a5d374e33114c66d78bd5f,59491410000010000000112
0xd4914762f9bd566bd0882b71af5439c0476d2ff6,59480510000010000000112
0x5bcd25b6e044b97dfc941b9ec4b617ec10e1abcd,59390407990448596339337
0xa43d2e05ed00c040c8422a88cb8ede921a539f92,59013140177550000000000
0x998a7fd73446cd6532bf3058a270581730b27137,58938036955350000000000
0xe681805938eb98943396fd03f77d71e75f4b28fd,58010039388180633922205
0x904cc2b2694ffa78f04708d6f7de205108213126,58000000000000000000911
0x693be1ea307e3b3826d34e96336399969898dee8,57812783178344000000911
0x16769e533352798deb664ba570230a758346ca1a,57800084743752497377843
0x8c3389616404fda275cfdba0c7b0b3d1fee9ebdc,57624535226390000000000
0xab7bb7959332888e44d795c6f28ee876a8469eaa,57550050000000000000000
0x51cab40a6895d2a5c092f3766b3b9830884b0adf,57001399000000000000000
0xd03be958e6b8da2d28ac8231a2291d6e4f0a7ea7,56676448217546354000000
0x4817d93d9b229e0771db0b7c970573d4dd953c4a,56311102180784000000000
0x05576087d1ad92873da0a3b76e7105195935b0f5,55230015329897777778688
0xc7347bd4d7610bd7b5e0865c7ee18b8d2c3c2560,55000864789172416282000
0x7c2a289c0523e748c286a37570d2efc16d2c934e,55000553059000000000000
0x04ed6d343c9c358687b772f1edb265482e33a8a8,55000100000000000000000
0xb60c61dbb7456f024f9338c739b02be68e3f545c,54415785269217302512734
0x7c0c71d143c0ab9e1abc793b14d99b5cf8765e62,53571911475584047393145
0x991a7ff3cb20d5b5d6d9be5efec4e4c51cddad7a,53270491617660000000000
0x6bfad42cfc4efc96f529d786d643ff4a8b89fa52,52964611576754156554547
0x7179d580a592a79e6043c586a72d80355705a1d9,52876521072011000000000
0x97e813b9a81d097e60a5e6311bc9a475199b67ae,52574254655882000000000
0xf1556137e7f45817e774096c5922f32c68ab15ae,52352143094629054490012
0x717e889671f07ac04b243b612b2eed394ff630ca,51631352561000000000000
0xceffc7330317f72957c662d072a5e7d63b9b578c,50399938950000000393315
0xac54fd4a5d900bd83aadc14b16cc27b403b8d3de,50088589553865327222166
0x31e8e8b728bcde2287c275de4bedc4d8c6efa925,50010999412000000000911
0x50cb0508434b4c68a2c4fde30b02b269d2d5b6bd,50005984786890064246021
0x50bd66bfddf48b8914602bf51c93756731ec51ae,50000998218465959784000
0x5a03703125380cfda804446fdaa3b4064cb6cc0a,50000890000000000000000
0x6220d7a458a68d6a554e5904792049fd2ef6bbcc,50000419059000000000000
0x07f1d450b16e53302931c5362ee0ab41f2978541,50000150118000000000000
0x2c4d7c2008f829f6b514d182a911dfc30a2f55a8,50000100000000000000000
0xc97b6e3e4301617f617b23120f31303e8ccee606,50000015559000000000000
0x565b8fbf9336bec8fbfb4f78fbf30d7f70d6973b,50000012559000000000000
0xe780a56306ba1e6bb331952c22539b858af9f77d,50000000000000000000911
0x518b82370bc31ebb96922ec257d92517d7387615,50000000000000000000000
0xfbb23038fe6cfa16aa898d7dbca7c3269bdaf258,50000000000000000000000
0x7e677cacaae0d465cfd336869f1f575a48bf012a,50000000000000000000000
0x2eed6a08fb89a5cd111efa33f8dca46cfbeb370f,50000000000000000000000
0x95d4b793969d77b2dad3be61a3a1601263a45bb4,50000000000000000000000
0x5e0954a64834ed118e525770852e345f3bb9912b,50000000000000000000000
0xe1576685451986e3f93c2fb87cca3aec5b5d45d0,50000000000000000000000
0xa77fe4592675e319ca07f7b07cf48f953b8b9000,50000000000000000000000
0x9eea059611e893c98f832513552b394318eefa25,50000000000000000000000
0xaf56c2dde7d189670e005cd83170942f9a082a46,50000000000000000000000
0x4ffb8d98d8f1f5ed1025f0e0aa7127753a87b6c1,50000000000000000000000
0xa5068741aecfeb8f8ff503d6e73e13b6586a6980,49999999705137090035712
0xca9f1f44b25fec3c573bfc5a69583021592ee126,49999984062180625000000
0x126c6d8e1dd5556da77276af066e659893f4bb5e,49999975876957520634173
0x453a1313270865a7cb0acd21e31db44f1a64e908,49999974976957500000000
0xecb6948ee09d3576c3dbbd655fc5642506d8124c,49999398330940333884366
0xa18eb0ed2543be132ef5aa3c8a87a0f5b2e30fca,49996548709792405084596
0xb8d2b921c0ea0ca27266fa63907a079ef25084d0,49844951030881631211367
0x21346283a31a5ad10fa64377e77a8900ac12d469,49200037940525696659045
0xc3ecba28af450e2ed469164766751130d93ecc36,49000838952001000000000
0xec5feafe210c12bfc9a5d05925a123f1e73fbef8,48879111552368675788880
0xfc91c862dbed337369015f5b244bee027fb135e4,47695903654840000000000
0xa2f6abe26fe0e1c1f2684ab002ed02a59ffbf85a,47454617479797777777777
0xa646e29877d52b9e2de457eca09c724ff16d0a2b,47000110000666558863697
0x51656396e883c1e398ccec721a8c2af5a98beb01,46310787847780954184000
0x0016c0d0343e8f2c3a7b6a51606b84b1545ec606,46201275427234887845213
0xe25a329d385f77df5d4ed56265babe2b99a5436e,46132729757704986082101
0x6ae23ceed66723d243d7d015af2d21886a2da54c,45005614326200000000000
0xa1233ef9b1ecd788a27e762597c3ec0562652538,44999985375613000000000
0xbc497cb48df3d2843240f6afea436f8926b2fb8b,44911659551237203761000
0x957cd4ff9b3894fc78b5134a8dc72b032ffbc464,44755917432199475933085
0xe5c2059da321e7b6715a0d1b2581ee34c45c2651,44367618081586164114745
0x42697cc8cb495aebd453d016950344867d51f27e,44199901174892000000000
0x1ac33f385a4e9fe2d809a81c5c10473f81ee0ed3,43786310093546976224891
0xa205fd7344656c72fdc645b72faf5a3de0b3e825,43587457655183648420554
0x2efb50e952580f4ff32d8d2122853432bbf2e204,43512399397628725851704
0x90f9dff16f9efafeeb8b130dc5d3562ac5e76a96,43390213587500000000000
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,43041315996962488183021
0x91643377c036f62c385d7e8a64e63f91e52e0fbb,43001289888046810461457
0xd641651ed7e19a04ce536610d75b3dcaf427ad73,42972653787923563936314
0x781229c7a798c33ec788520a6bbe12a79ed657fc,42968433029990351146682
0x49be8a0773824e2917f4baccebbdf298e7cf27bd,42918181489400000000000
0xea0668b71f7f7a3f4c5936ead60da80ab9534533,42896245315259733149456
0x28c6c06298d514db089934071355e5743bf21d60,42837042948761616176349
0x06920c9fc643de77b99cb7670a944ad31eaaa260,42554203067809655308726
0x78e3984e1ab1c3eb560cbd5b42b635e1cd341bc2,41819752431062852845788
0x8bca7e2e29f67d79042d0baa03dc2d82ccdacb2e,41740950476238456264000
0x649765821d9f64198c905ec0b2b037a4a52bc373,41728714330893370410624
0x1d5147ea401ed861adcfbfced3ca596acd34a846,41508338915235000000000
0x652c97b5639cb13e5d9993d7ad0cc393e1aa84ec,41445454503215000000000
0x13cef1478ef9a2773acdf53505d064c69e3014c6,41301701428258335066889
0x5696ae5ad2c22a4afc03bbae5bf18ca9278ae5c5,41234433950000000000000
0x4b068fe2cee007a48db70b28047470ded49d6aba,41040335897869999955968
0xddbd2b932c763ba5b1b7ae3b362eac3e8d40121a,40891626854930000000000
0xf367ae3ec7941e5145eebe0a820da59a7df82012,40791244736121000000000
0x65f6db242a5eb6037ecbccb9fdcd9666fba8d1cc,40773010368630000000000
0x8729dc4831577d8a30e28e264d974745d9a92335,40759461674203431965927
0xc33d98e88682c883fe32b8f6620660692092d39f,40608600065830450953902
0x0a74fd341fb16703127e447746910f2170c53a95,40423991225506000000000
0xabdc9f1bcf4d19ee96591030e772c334302f7d83,40110000000000000000911
0x65adce5f03979923411fec8f87d39bbc9b1be2d3,40000100000000000000000
0xc2d23645c872132c5c89ac182913ae21dee44220,40000100000000000000000
0x2dca0e449ab646dbdfd393a96662960bcab5ae1e,40000003300000000000911
0xab783dffc938811fbae754e3597e6ca119bf87e1,39999982517254895520756
0xe0f5b79ef9f748562a21d017bb7a6706954b7585,39999612538362536573000
0x1bdf31f46eb5d8e3e4367e3ea3c357afe22d10d9,39998987806634170952000
0xea361043a14509fd3d1743dcefc861fa5a3c3018,39889940625238561791104
0x692190b4a5d3524b6fed0465e7400c07d09db954,39877014132917800000000
0xb8be4ca0ed119f5b9bde609b6da02d70b9f5f3aa,39825699171734031557152
0x417e14fc23595e522d5e6bf6f072a1e5d6150c38,39569756444460629212000
0x187c0e0aa33282096b39a33457939f1dc3ea8e0f,39485823465932861426902
0x3c834ecd7789e094e8fb233f084a695410aaadef,39450000000000000000000
0x0e5968cd0a732567669312afe3b1689fc9792dd6,39260441760600000000000
0xe825363f3bedabc95b2a9d42dbc73ec7b82b57d3,38687270983646059253983
0x3530210047414414622f66d8e76dc65efa4714c9,38580403514270360951380
0x4ccf468e9daa56073a1d7004a36e3656900abe30,38364438958329831300000
0x1149e9143c407f3be1df24c463e48963c6de1715,38337984877715000000000
0x8317ab6588b0f6643773fb3049e1e5d93d6002d3,38106754131688644390721
0x397510f7c4909eb2c30959f1470ffad7eb3869dd,38070855915260777777777
0x06a0048079ec6571cd1b537418869cde6191d42d,37913561937923308000000
